"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.180255958E0,1.010862900E1,-6.336772614E0,1.601669312E-1,1.193166882E1
1.190329958E0,1.016386414E1,-6.227948914E0,-9.729766846E-2,1.192061025E1
1.200403958E0,1.019080811E1,-6.048921204E0,-5.189707947E-1,1.186218143E1
1.210477958E0,1.009590546E1,-5.755381622E0,-8.816665649E-1,1.165457252E1
1.220551958E0,9.707014160E0,-5.690267029E0,-1.152453461E0,1.131076530E1
1.230626958E0,9.679022369E0,-5.699847107E0,-1.141376495E0,1.129045931E1
1.240700958E0,1.035097504E1,-5.627697144E0,-1.008452911E0,1.182500049E1
1.250774958E0,1.123892853E1,-5.767356720E0,-1.265917511E0,1.269560810E1
1.260848958E0,1.184037781E1,-5.917045441E0,-1.308878174E0,1.330109527E1
1.270923958E0,1.215217941E1,-6.058800659E0,-1.280287628E0,1.363904932E1
1.280997958E0,1.265139130E1,-6.709048462E0,-1.595831451E0,1.440887612E1
1.291071958E0,1.339279953E1,-7.619006195E0,-1.980232086E0,1.553504599E1
1.301145958E0,1.394709686E1,-8.129744110E0,-2.234553223E0,1.629746846E1
1.311220958E0,1.398362091E1,-8.269403687E0,-2.502496033E0,1.643737137E1
1.321294958E0,1.380594040E1,-7.955955505E0,-2.649789734E0,1.615309890E1
1.331368958E0,1.330612976E1,-7.257957001E0,-2.511028290E0,1.536347266E1
1.341442958E0,1.272084686E1,-6.724167023E0,-2.413880310E0,1.458976303E1
1.351517958E0,1.214574280E1,-6.521488495E0,-2.542911987E0,1.401839084E1
1.361591958E0,1.167601959E1,-6.595734100E0,-2.815195770E0,1.370249864E1
1.371665958E0,1.159069702E1,-6.999294891E0,-2.962489471E0,1.386040152E1
1.381739958E0,1.198946777E1,-7.906258850E0,-3.247347107E0,1.472418180E1
1.391814958E0,1.207404190E1,-8.992100830E0,-3.698059845E0,1.550212927E1
1.401888958E0,1.199904785E1,-9.897567902E0,-3.939657440E0,1.604555703E1
1.411962958E0,1.187136337E1,-1.066517166E1,-3.873345337E0,1.642187441E1
1.422036958E0,1.141062149E1,-1.082084793E1,-3.623215485E0,1.613755630E1
1.432110958E0,1.109657455E1,-1.078522202E1,-3.301833801E0,1.582267636E1
1.442185958E0,1.073447754E1,-1.067594925E1,-3.070864105E0,1.544781884E1
1.452259958E0,9.998607788E0,-1.036759048E1,-2.945874023E0,1.470160753E1
1.462333958E0,9.614356842E0,-9.930499420E0,-2.762056274E0,1.409537623E1
1.472407958E0,9.027876434E0,-9.572444000E0,-2.620600433E0,1.341647434E1
1.482482958E0,7.949668579E0,-9.270521851E0,-2.412233734E0,1.244823994E1
1.492556958E0,6.995253296E0,-9.053024139E0,-1.855840759E0,1.159029593E1
1.502630958E0,5.988596649E0,-8.823850708E0,-1.232387238E0,1.073510174E1
