"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.396020167E0,2.962788849E0,-5.722599792E0,8.532257080E-2,6.444652519E0
2.406095167E0,3.465892639E0,-6.225553894E0,4.266128540E-2,7.125430026E0
2.416169167E0,4.378095703E0,-5.240452423E0,2.817141724E-1,6.834429490E0
2.426243167E0,4.803061981E0,-3.644171906E0,1.962419128E-1,6.032238735E0
2.436318167E0,4.392016754E0,-2.913391571E0,-2.360591125E-1,5.275735543E0
2.446392167E0,3.839815063E0,-3.206631775E0,-8.005352783E-1,5.066312643E0
2.456466167E0,2.809956665E0,-3.822451172E0,-1.757644958E0,5.059279121E0
2.466540167E0,2.717449036E0,-3.534749451E0,-2.270478516E0,5.003404404E0
2.476615167E0,3.142265625E0,-3.672313385E0,-2.573598175E0,5.475685019E0
2.486689167E0,3.292403412E0,-3.986959076E0,-2.336790619E0,5.674183051E0
2.496763167E0,3.563789062E0,-4.661456451E0,-2.375410309E0,6.330271942E0
2.506838167E0,4.712799683E0,-5.159919891E0,-2.817291412E0,7.534745187E0
2.516912167E0,5.083279266E0,-5.415288849E0,-2.709964600E0,7.906262679E0
2.526986167E0,4.438569946E0,-5.836662598E0,-3.092419281E0,7.958051926E0
2.537061167E0,5.529052277E0,-5.790708160E0,-3.689826965E0,8.815755391E0
2.547135167E0,6.275400238E0,-5.695805511E0,-4.457281036E0,9.575500134E0
2.557209167E0,6.552923126E0,-5.826184387E0,-5.053491211E0,1.012042486E1
2.567284167E0,8.090974731E0,-7.265291748E0,-5.551505585E0,1.220932228E1
2.577358167E0,9.336085510E0,-8.826245728E0,-6.231691132E0,1.427932354E1
2.587432167E0,8.655600586E0,-8.088280334E0,-6.693929901E0,1.360692463E1
2.597507167E0,7.559130707E0,-6.901398468E0,-6.822362823E0,1.230099152E1
2.607581167E0,6.741979980E0,-6.657405853E0,-6.283932495E0,1.136939551E1
2.617655167E0,6.943760376E0,-6.941664734E0,-4.779261475E0,1.091988359E1
2.627730167E0,7.580536194E0,-8.202792206E0,-4.837789764E0,1.217187491E1
2.637804167E0,7.695646820E0,-7.806566162E0,-5.902974701E0,1.245032391E1
2.647878167E0,8.317753143E0,-6.313720551E0,-7.713010712E0,1.298224244E1
2.657952167E0,6.569837952E0,-7.430697784E0,-1.080737595E1,1.466892686E1
2.668027167E0,6.308631134E0,-7.962841187E0,-1.208990891E1,1.579150290E1
2.678101167E0,7.524851990E0,-6.758445740E0,-1.041579025E1,1.451856304E1
2.688175167E0,4.825066223E0,-5.348677368E0,-7.824528809E0,1.063545320E1
2.698250167E0,5.692362671E0,-3.997586975E0,-4.628375244E0,8.354971682E0
2.708324167E0,6.106551361E0,-5.300627289E0,-2.835703125E0,8.569004107E0
2.718398167E0,6.150410156E0,-6.606960754E0,-5.965095520E-1,9.046286484E0
2.728473167E0,7.033573608E0,-7.138655090E0,3.206332397E0,1.052198278E1
2.738547167E0,8.496032410E0,-7.531587982E0,7.464377747E0,1.358765320E1
2.748621167E0,6.432872772E0,-8.235274658E0,2.542612610E0,1.075483518E1
2.758696167E0,6.217470703E0,-8.977131958E0,-1.263223114E0,1.099279640E1
2.768770167E0,5.561235352E0,-9.150621185E0,-2.696642303E0,1.104233157E1
2.778844167E0,5.235213318E0,-9.125024414E0,-2.122885437E0,1.073220255E1
2.788919167E0,4.216431885E0,-8.262068939E0,3.198847961E-1,9.281293405E0
2.798993167E0,4.065545654E0,-6.656956787E0,1.285676422E0,7.905485374E0
2.809067167E0,4.571044464E0,-5.576204224E0,1.987866211E-1,7.213044930E0
2.819142167E0,6.427933044E0,-6.419700165E0,3.728746033E-1,9.092299429E0
2.829216167E0,1.137245087E1,-5.916895752E0,-9.939331055E-2,1.281999115E1
2.839290167E0,1.002480331E1,-4.521347809E0,1.216969299E-1,1.099791242E1
2.849364167E0,1.640139313E0,-5.986051941E0,5.607339478E-1,6.231957747E0
2.859439167E0,6.625222778E-1,-4.953050079E0,-9.011260986E-2,4.997975704E0
