"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.962410875E0,7.005432129E-1,-7.053332520E0,4.493056641E0,8.392128359E0
2.972448875E0,4.067042542E-1,-7.010072479E0,4.338727570E0,8.254155404E0
2.982487875E0,-3.141966248E-1,-7.097341003E0,3.981719971E0,8.144020062E0
2.992525875E0,-6.917115784E-1,-7.289691010E0,3.592529297E0,8.156244643E0
3.002563875E0,-9.021739197E-1,-7.404053192E0,3.161276093E0,8.101085605E0
3.012601875E0,-1.359173584E0,-7.402406616E0,3.130290527E0,8.151177542E0
3.022639875E0,-1.494342499E0,-7.575596466E0,3.158282318E0,8.342509726E0
3.032677875E0,-1.504820709E0,-7.778274994E0,3.123105469E0,8.515857856E0
3.042715875E0,-1.515149231E0,-7.998766479E0,3.165317688E0,8.734711126E0
3.052754875E0,-1.300345917E0,-8.233777771E0,3.139271851E0,8.907357837E0
3.062792875E0,-9.030720520E-1,-8.375083923E0,3.051404572E0,8.959276741E0
3.072830875E0,-4.333488464E-1,-8.533753967E0,3.005001068E0,9.057746928E0
3.082868875E0,-6.541397095E-2,-8.959768066E0,2.858455811E0,9.404918522E0
3.092906875E0,1.240919495E-1,-9.453740845E0,2.756966858E0,9.848323767E0
3.102944875E0,1.784289551E-1,-9.904603271E0,2.805166626E0,1.029572546E1
3.112982875E0,4.432283020E-1,-1.001193008E1,2.875670013E0,1.042615334E1
3.123021875E0,7.164102173E-1,-9.689949646E0,3.365601196E0,1.028278363E1
3.133059875E0,7.209008789E-1,-9.207053833E0,4.533472595E0,1.028794985E1
3.143097875E0,4.743635559E-1,-8.749305725E0,5.700894928E0,1.045349580E1
3.153135875E0,5.448669434E-2,-8.412206726E0,5.959407349E0,1.030935142E1
3.163173875E0,-3.459306335E-1,-8.392298126E0,5.537285156E0,1.006041066E1
3.173211875E0,-5.189707947E-1,-8.155191193E0,5.180876312E0,9.675637108E0
3.183249875E0,-3.113525391E-1,-7.549101563E0,5.699098663E0,9.463910417E0
3.193288875E0,-7.409591675E-2,-6.280489655E0,6.633156281E0,9.135031623E0
3.203326875E0,9.370513916E-2,-4.756209412E0,6.819967804E0,8.315183069E0
3.213364875E0,1.095721436E-1,-4.222419434E0,5.466931458E0,6.908557844E0
3.223402875E0,1.073268127E-1,-4.881349182E0,3.748804321E0,6.155698394E0
3.233440875E0,1.901046753E-1,-6.545738068E0,2.963237915E0,7.187739949E0
